book_id,title,author,author_2,additional_authors,ISBN,ISBN13,my_rating,average_rating,Publisher,Binding,number_of_pages,year_published,original_publication_year,date_read,date_added,Bookshelves,bookshelves_status,exclusive_self,my_review,Spoiler,private_notes,read_count,owned_copies,genre,
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,1455586692,9781455586691,0,4.17,Grand Central Publishing,Hardcover,296,2016.0,2016.0,,2023/06/20,to-read,to-read (#134),to-read,,,,0,0,Business & Economics,
35959740,Circe,Madeline Miller,"Miller, Madeline",,316556343,9780316556347,4,4.23,"Little, Brown and Company",Hardcover,393,2018.0,2018.0,2023/06/14,2023/05/29,,,read,"A very tasteful take on Greek Mythology. Heavily character driven rather than plot driven story. I enjoyed revisiting classic myths and tales from Greek Mythology with the added powerful commentary on morality, strengths and weaknesses of human nature. ",,,1,0,Fiction,
61718053,Happy Place,Emily Henry,"Henry, Emily",,593441273,9780593441275,3,3.97,Berkley,Hardcover,400,2023.0,2023.0,2023/06/07,2022/10/17,,,read,,,,1,0,Fiction,
61153739,Outlive: The Science & Art of Longevity,Peter Attia,"Attia, Peter",Bill Gifford,593236599,9780593236598,0,4.36,Harmony,Hardcover,496,2023.0,2023.0,,2023/05/31,to-read,to-read (#133),to-read,,,,0,0,Fiction,
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,"Rowling, J.K.","Jack Thorne, John Tiffany",540027340,9780540027347,0,3.48,"Little, Brown",Hardcover,343,2016.0,2016.0,,2023/05/29,to-read,to-read (#132),to-read,,,,0,0,Fiction,
54508798,"The Guncle (The Guncle, #1)",Steven  Rowley,"Rowley, Steven",,525542280,9780525542285,0,4.13,G.P. Putnam's Sons,Hardcover,326,2021.0,2021.0,,2023/05/29,to-read,to-read (#131),to-read,,,,0,0,Fiction,
62049729,The Celebrants,Steven  Rowley,"Rowley, Steven",,593540425,9780593540428,0,3.63,G.P. Putnam's Sons,Hardcover,320,2023.0,2023.0,,2023/05/29,to-read,to-read (#130),to-read,,,,0,0,Fiction,
45152372,How to Stop Time,Matt Haig,"Haig, Matt",,525522891,9780525522898,0,3.83,Penguin Books,Paperback,339,2019.0,2018.0,,2023/05/29,to-read,to-read (#129),to-read,,,,0,0,Fiction,
58395042,"The League of Gentlewomen Witches (Dangerous Damsels, #2)",India Holton,"Holton, India",,593200187,9780593200186,4,3.9,Berkley,Paperback,352,2022.0,2022.0,2023/05/25,2023/05/25,,,read,,,,1,0,Fiction,
63248286,Good Girl,Anna Fitzpatrick,"Fitzpatrick, Anna",,1770417532,9781770417533,2,3.23,ECW Press,Paperback,304,2023.0,2023.0,2023/05/08,2022/11/26,,,read,,,,1,0,Fiction,
53317420,The Genome Odyssey: Medical Mysteries and the Incredible Quest to Solve Them,Euan Angus Ashley,"Ashley, Euan Angus",,1250234999,9781250234995,0,4.25,Celadon Books,Hardcover,400,2021.0,2021.0,,2023/05/01,to-read,to-read (#128),to-read,,,,0,0,Science,
60224365,"Before Your Memory Fades (Before the Coffee Gets Cold, #3)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,369722698,9780369722690,3,3.9,Hanover Square Press,ebook,220,2022.0,2018.0,2023/04/30,2023/04/30,,,read,,,,1,0,Fiction,
52772417,"Kingdom of the Cursed (Kingdom of the Wicked, #2)",Kerri Maniscalco,"Maniscalco, Kerri",,1529350506,9781529350500,4,4.1,Hodder & Stoughton,Hardcover,437,2021.0,2021.0,2023/04/29,2023/02/06,,,read,,,,1,0,Fiction,
54373691,"Tales from the Café (Before the Coffee Gets Cold, #2)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,1529050863,9781529050868,4,3.98,Picador,Paperback,192,2020.0,2017.0,2023/04/18,2023/04/18,,,read,,,,1,0,Fiction,
66354,Flow: The Psychology of Optimal Experience,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,60920432,9780060920432,0,4.11,Harper Perennial,Paperback,303,1990.0,1990.0,,2023/04/10,to-read,to-read (#127),to-read,,,,0,0,Psychology,
40819522,"Brilliant, Brilliant, Brilliant Brilliant Brilliant",Joel Golby,"Golby, Joel",,,9780525562771,3,3.51,Anchor,Paperback,304,2019.0,2019.0,2023/04/09,2022/09/08,,,read,,,,1,0,Business & Economics,
40389418,Creativity: Flow and the Psychology of Discovery and Invention,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,61844039,9780061844034,0,4.07,HarperCollins e-books,Kindle Edition,466,2009.0,1996.0,,2023/04/09,to-read,to-read (#126),to-read,,,,0,0,Psychology,
58132545,The Naked Don't Fear the Water: An Underground Journey with Afghan Refugees,Matthieu Aikins,"Aikins, Matthieu",,63058588,9780063058583,0,4.18,Harper,Hardcover,336,2022.0,2022.0,,2023/04/09,to-read,to-read (#125),to-read,,,,0,0,Political Science,
106835,The Intelligent Investor,Benjamin Graham,"Graham, Benjamin","Jason Zweig, Warren Buffett",60555661,9780060555665,0,4.24,Harper Business,Paperback,623,2006.0,1949.0,,2023/04/09,to-read,to-read (#124),to-read,,,,0,0,Business & Economics,
4137,Me Talk Pretty One Day,David Sedaris,"Sedaris, David",,349113912,9780349113913,3,4.01,"Little, Brown and Company",Paperback,272,2001.0,2000.0,2023/04/05,2022/10/18,,,read,,,,1,0,Literary Collections,
44421460,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,1529029589,9781529029581,4,3.68,Picador,Paperback,213,2019.0,2015.0,2023/04/02,2022/10/30,,,read,,,,1,0,Fiction,
57773248,Notes on an Execution,Danya Kukafka,"Kukafka, Danya",,63052733,9780063052734,4,4.06,William Morrow,Hardcover,306,2022.0,2022.0,2023/03/29,2022/08/23,,,read,,,,1,0,Fiction,
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,385539258,9780385539258,0,4.3,Doubleday,Hardcover,720,2015.0,2015.0,,2023/03/25,to-read,to-read (#123),to-read,,,,0,0,Fiction,
57739876,To Paradise,Hanya Yanagihara,"Yanagihara, Hanya",,385547935,9780385547932,0,3.74,Doubleday,Hardcover,720,2022.0,2022.0,,2023/03/25,to-read,to-read (#122),to-read,,,,0,0,Fiction,
55502861,"The Wisteria Society of Lady Scoundrels (Dangerous Damsels, #1)",India Holton,"Holton, India",,593200160,9780593200162,4,3.66,Berkley,Paperback,336,2021.0,2021.0,2023/03/09,2023/03/09,,,read,,,,1,0,Fiction,
52038578,Blood and Oil: Mohammed bin Salman's Ruthless Quest for Global Power,Bradley Hope,"Hope, Bradley",Justin Scheck,306846667,9780306846663,0,4.25,Grand Central Publishing,Hardcover,368,2020.0,2020.0,,2023/03/06,to-read,to-read (#121),to-read,,,,0,0,Business & Economics,
48889983,Calling Bullshit: The Art of Skepticism in a Data-Driven World,Carl T. Bergstrom,"Bergstrom, Carl T.",Jevin D. West,525509186,9780525509189,0,4.11,Random House,Hardcover,336,2020.0,2020.0,,2023/03/06,to-read,to-read (#120),to-read,,,,0,0,Business & Economics,
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,312330871,9780312330873,0,4.28,St. Martin's Griffin,Paperback,264,2004.0,1939.0,,2023/03/04,to-read,to-read (#119),to-read,,,,0,0,Fiction,
1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,,,4,4.12,HarperCollins Canada ,Hardcover,247,2008.0,2008.0,2023/03/03,2022/10/08,,,read,,,,1,0,Business & Economics,
59228196,These Impossible Things,Salma El-Wardany,"El-Wardany, Salma",,1538709309,9781538709306,0,4.22,Grand Central Publishing,Hardcover,400,2022.0,2022.0,,2023/03/01,to-read,to-read (#118),to-read,,,,0,0,Fiction,
43427042,The Seven Necessary Sins for Women and Girls,Mona Eltahawy,"Eltahawy, Mona",,807013811,9780807013816,4,4.21,Beacon Press,Hardcover,216,2019.0,2019.0,2023/02/22,2022/12/04,,,read,,,,1,0,Biography & Autobiography,
58673061,NSFW,Isabel Kaplan,"Kaplan, Isabel",,1250822890,9781250822895,0,3.48,Henry Holt and Co.,Hardcover,272,2022.0,2022.0,,2023/02/22,to-read,to-read (#117),to-read,,,,0,0,Fiction,
13537891,NW,Zadie Smith,"Smith, Zadie",,241144140,9780241144145,0,3.48,Hamish Hamilton,Hardcover,296,2012.0,2012.0,,2023/02/21,to-read,to-read (#116),to-read,,,,0,0,Fiction,
53414230,Open Water,Caleb Azumah Nelson,"Nelson, Caleb Azumah",,241448778,9780241448779,4,4.02,VIKIN,Hardcover,145,2021.0,2021.0,2023/02/21,2022/10/30,,,read,,,,1,0,Fiction,
57938995,Don't Cry for Me,Daniel     Black,"Black, Daniel",,,9781335425737,0,4.36,Hanover Square Press,Hardcover,301,2022.0,2022.0,,2023/02/18,to-read,to-read (#115),to-read,,,,0,0,Fiction,
36373463,"Us Against You (Beartown, #2)",Fredrik Backman,"Backman, Fredrik",,1501160796,9781501160790,4,4.37,Atria Books,Hardcover,448,2018.0,2017.0,2023/02/15,2023/02/15,,,read,,,,1,0,Fiction,
33413128,"Beartown (Beartown, #1)",Fredrik Backman,"Backman, Fredrik",Neil Smith,,,5,4.29,Simon & Schuster,ebook,432,2017.0,2016.0,2023/01/09,2023/01/09,,,read,,,,1,0,Fiction,
4406,East of Eden,John Steinbeck,"Steinbeck, John",,142000655,9780142000656,0,4.42,Penguin Books,Paperback,601,2002.0,1952.0,,2023/02/13,to-read,to-read (#114),to-read,,,,0,0,Fiction,
18693771,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,"Kolk, Bessel van der",,670785938,9780670785933,0,4.37,Viking,Hardcover,464,2014.0,2014.0,,2023/02/13,to-read,to-read (#113),to-read,,,,0,0,Psychology,
59808607,The Book of Goose,Yiyun Li,"Li, Yiyun",,,9780374606343,0,3.7,"Farrar, Straus and Giroux",Hardcover,348,2022.0,2022.0,,2023/02/13,to-read,to-read (#112),to-read,,,,0,0,Fiction,
57224204,The Seven Moons of Maali Almeida,Shehan Karunatilaka,"Karunatilaka, Shehan",,1908745908,9781908745903,0,3.91,Sort of Books,Hardcover,386,2022.0,2022.0,,2023/02/08,to-read,to-read (#111),to-read,,,,0,0,Fiction,
52735921,"Kingdom of the Wicked (Kingdom of the Wicked, #1)",Kerri Maniscalco,"Maniscalco, Kerri",,316428469,9780316428460,3,3.87,Jimmy Patterson Books,Hardcover,372,2020.0,2020.0,2023/02/06,2023/02/06,,,read,,,,1,0,Fiction,
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,465026567,9780465026562,0,4.3,Basic Books,Paperback,777,1999.0,1979.0,,2023/02/06,to-read,to-read (#110),to-read,,,,0,0,Fiction,
13530973,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,1400067820,9781400067824,0,4.1,Random House,Hardcover,426,2012.0,2012.0,,2023/02/06,to-read,to-read (#109),to-read,,,,0,0,Business & Economics,
36206591,Love and Other Words,Christina Lauren,"Lauren, Christina",,1501190539,9781501190537,0,4.24,Gallery Books,Hardcover,432,2018.0,2018.0,,2023/02/04,to-read,to-read (#108),to-read,,,,0,0,Fiction,
58838847,The War on the West,Douglas Murray,"Murray, Douglas",,63162024,9780063162020,0,4.28,Broadside Books,Hardcover,308,2022.0,2022.0,,2023/02/04,to-read,to-read (#107),to-read,,,,0,0,Political Science,
60190659,"What If? 2: Additional Serious Scientific Answers to Absurd Hypothetical Questions (What If?, #2)",Randall Munroe,"Munroe, Randall",,525537112,9780525537113,3,4.37,Riverhead Books,Hardcover,354,2022.0,2022.0,2023/01/29,2023/01/29,,,read,,,,1,0,Science,
60142367,Our Missing Hearts,Celeste Ng,"Ng, Celeste",,735245347,9780735245341,3,3.8,Viking,Hardcover,335,2022.0,2022.0,2023/01/23,2022/09/28,,,read,,,,1,0,Fiction,
35696171,"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",Steven Pinker,"Pinker, Steven",,525427570,9780525427575,0,4.2,Viking,Hardcover,576,2018.0,2018.0,,2023/01/20,to-read,to-read (#106),to-read,,,,0,0,Science,
50870424,The Skin We're In: A Year of Black Resistance and Power,Desmond Cole,"Cole, Desmond",,,9780385686341,5,4.45,Doubleday Canada,Hardcover,248,2020.0,2020.0,2023/01/16,2023/01/16,,,read,,,,1,0,Biography & Autobiography,
33608721,Tell Me How It Ends: An Essay in Forty Questions,Valeria Luiselli,"Luiselli, Valeria",Lizzie Davis,1566894956,9781566894951,0,4.39,Coffee House Press,Paperback,128,2017.0,2016.0,,2023/01/08,to-read,to-read (#105),to-read,,,,0,0,Literary Collections,
50659471,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,"Maas, Sarah J.",,1635575621,9781635575620,3,3.73,Bloomsbury Publishing,Paperback,272,2020.0,2019.0,2022/12/30,2022/12/30,,,read,,,,1,0,Fiction,
15929764,What Are You Looking At?: 150 Years of Modern Art in a Nutshell,Will Gompertz,"Gompertz, Will",,670920495,9780670920495,0,4.18,Viking,Hardcover,464,2012.0,2012.0,,2022/12/29,to-read,to-read (#104),to-read,,,,0,0,Art,
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,,9780385490818,4,4.15,Anchor Books,Paperback,311,1998.0,1985.0,2022/12/26,2022/12/26,,,read,,,,1,0,Fiction,
22245334,"The Utopia of Rules: On Technology, Stupidity, and the Secret Joys of Bureaucracy",David Graeber,"Graeber, David",,1612193749,9781612193748,0,4.03,Melville House,Hardcover,261,2015.0,2013.0,,2022/12/24,to-read,to-read (#103),to-read,,,,0,0,Political Science,
56587388,"How the World Really Works: A Scientist's Guide to Our Past, Present and Future",Vaclav Smil,"Smil, Vaclav",,241454409,9780241454404,0,3.96,Viking,Paperback,326,2022.0,2022.0,,2022/12/24,to-read,to-read (#102),to-read,,,,0,0,Business & Economics,
60435878,Carrie Soto Is Back,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,593158687,9780593158685,4,4.2,Ballantine Books,Hardcover,384,2022.0,2022.0,2022/12/22,2022/08/24,,,read,,,,1,0,Fiction,
63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,"Sacks, Oliver",,,,3,4.05,Touchstone,Paperback,243,1998.0,1985.0,2018/03/15,2021/08/08,,,read,,,,1,0,Science,
21413662,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,544272994,9780544272996,3,4.14,Dey Street Books,Hardcover,303,2014.0,2014.0,2017/08/15,2021/06/23,,,read,,,,1,0,Science,
50743767,Between Two Kingdoms: A Memoir of a Life Interrupted,Suleika Jaouad,"Jaouad, Suleika",,399588582,9780399588587,0,4.43,Random House,Hardcover,352,2021.0,2021.0,,2022/12/09,to-read,to-read (#101),to-read,,,,0,0,Biography & Autobiography,
57693618,Unmasked: My Life Solving America's Cold Cases,Paul Holes,"Holes, Paul",Robin Gaby Fisher,1250622794,9781250622792,0,4.1,Celadon Books,Hardcover,288,2022.0,2022.0,,2022/12/09,to-read,to-read (#100),to-read,,,,0,0,Biography & Autobiography,
34427200,"The Four: The Hidden DNA of Amazon, Apple, Facebook, and Google",Scott Galloway,"Galloway, Scott",,735213658,9780735213654,2,3.83,Portfolio,Hardcover,320,2017.0,2017.0,2022/12/09,2022/12/09,,,read,,,,1,0,Business & Economics,
60393672,"It Starts with Us (It Ends with Us, #2)",Colleen Hoover,"Hoover, Colleen",,1668001225,9781668001226,3,3.85,Atria Books,Paperback,323,2022.0,2022.0,2022/12/07,2022/12/07,,,read,,,,1,0,Fiction,
7574245,Ru,Kim Thúy,"Thúy, Kim",,,9782867465321,0,3.81,Liana Levi,Paperback,144,2010.0,2009.0,,2022/12/01,to-read,to-read (#99),to-read,,,,0,0,Fiction,
43205551,This One Because of the Dead,Laure Baudot,"Baudot, Laure",,1770865144,9781770865143,3,4.35,Cormorant Books,Paperback,240,2019.0,,2022/11/30,2022/11/30,,,read,,,,1,0,Fiction,
55692516,Em,Kim Thúy,"Thúy, Kim",Sheila Fischman,2764813295,9782764813294,5,4.11,Libre Expression,Paperback,152,2020.0,2020.0,2022/11/30,2022/11/30,,,read,,,,1,0,Fiction,
38746152,The Book of Delights: Essays,Ross Gay,"Gay, Ross",,1616207922,9781616207922,0,4.14,Algonquin Books,Hardcover,274,2019.0,2019.0,,2022/11/26,to-read,to-read (#98),to-read,,,,0,0,Literary Collections,
35631386,The Undoing Project: A Friendship That Changed Our Minds,Michael   Lewis,"Lewis, Michael",,393354776,9780393354775,0,3.99,W. W. Norton & Company,Paperback,368,2017.0,2016.0,,2022/11/26,to-read,to-read (#97),to-read,,,,0,0,Science,
50659472,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,1635575605,9781635575606,4,4.47,Bloomsbury Publishing,Paperback,699,2020.0,2017.0,2022/11/17,2022/11/17,,,read,,,,1,0,Fiction,
6798263,Bluets,Maggie Nelson,"Nelson, Maggie",,1933517409,9781933517407,0,4.06,Wave Books,Paperback,112,2009.0,2009.0,,2022/11/17,to-read,to-read (#96),to-read,,,,0,0,Literary Collections,
59148726,"Rogues: True Stories of Grifters, Killers, Rebels and Crooks",Patrick Radden Keefe,"Keefe, Patrick Radden",,385548516,9780385548519,0,4.01,Doubleday,Hardcover,368,2022.0,2022.0,,2022/11/16,to-read,to-read (#95),to-read,,,,0,0,Biography & Autobiography,
60321392,The Song of the Cell: An Exploration of Medicine and the New Human,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,1982117354,9781982117351,0,4.28,Scribner,Hardcover,473,2022.0,2022.0,,2022/11/16,to-read,to-read (#94),to-read,,,,0,0,Science,
56563852,"The Wolf Den (Wolf Den Trilogy, #1)",Elodie Harper,"Harper, Elodie",,,,0,4.04,Head of Zeus,Hardcover,464,2021.0,2021.0,,2022/11/15,to-read,to-read (#93),to-read,,,,0,0,Fiction,
406235,Giovanni’s Room,James Baldwin,"Baldwin, James",,,,0,4.34,Laurel,Paperback,178,1988.0,1956.0,,2022/11/15,to-read,to-read (#92),to-read,,,,0,0,Fiction,
54633167,Lonely Castle in the Mirror,Mizuki Tsujimura,"Tsujimura, Mizuki",,857527274,9780857527271,0,4.25,Doubleday,Hardcover,355,2021.0,2017.0,,2022/11/14,to-read,to-read (#91),to-read,,,,0,0,Fiction,
45892240,The Better Half: On the Genetic Superiority of Women,Sharon  Moalem,"Moalem, Sharon",,1250174783,9781250174789,0,3.96,"Farrar, Straus and Giroux",Hardcover,288,2020.0,2020.0,,2022/11/13,to-read,to-read (#90),to-read,,,,0,0,Science,
51733706,Afterparties,Anthony Veasna So,"So, Anthony Veasna",,63049910,9780063049918,4,3.94,Ecco,ebook,272,2021.0,2021.0,2022/11/13,2022/09/16,,,read,,,,1,0,Fiction,
55404546,Malibu Rising,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,1524798657,9781524798659,0,4.03,Ballantine Books,Hardcover,369,2021.0,2021.0,,2022/11/09,to-read,to-read (#89),to-read,,,,0,0,Fiction,
46041199,"Kim Jiyoung, Born 1982",Cho Nam-Joo,"Nam-Joo, Cho",Jamie Chang,1631496700,9781631496707,0,4.17,Liveright,Hardcover,163,2020.0,2016.0,,2022/11/08,to-read,to-read (#88),to-read,,,,0,0,Fiction,
52219386,Almond,Sohn Won-Pyung,"Won-Pyung, Sohn",Joosun Lee,62961373,9780062961372,0,4.15,HarperVia,Hardcover,272,2020.0,2017.0,,2022/11/08,to-read,to-read (#87),to-read,,,,0,0,Fiction,
59366098,Anna: The Biography,Amy Odell,"Odell, Amy",,1982122633,9781982122638,3,3.78,Gallery Books,Hardcover,464,2022.0,2022.0,2022/11/08,2022/11/08,,,read,,,,1,0,Biography & Autobiography,
60568471,"Before I Let Go (Skyland, #1)",Kennedy Ryan,"Ryan, Kennedy",,1538706792,9781538706794,0,4.35,Forever,Paperback,391,2022.0,2022.0,,2022/11/03,to-read,to-read (#86),to-read,,,,0,0,Fiction,
27362503,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,1668021048,9781668021040,4,4.12,Atria Books,Kindle Edition,386,2023.0,2016.0,2022/11/03,2022/07/25,,,read,,,,1,0,Fiction,
57926137,Black Cake,Charmaine Wilkerson,"Wilkerson, Charmaine",,,,0,4.09,Ballantine Books,Hardcover,385,2022.0,2022.0,,2022/11/02,to-read,to-read (#85),to-read,,,,0,0,Fiction,
1510265,The Case of the Frozen Addicts,J. William Langston,"Langston, J. William",Jon Palfreman,679424652,9780679424659,0,4.22,Pantheon,Hardcover,309,1995.0,1995.0,,2022/10/30,to-read,to-read (#84),to-read,,,,0,0,Science,
14456,Awakenings,Oliver Sacks,"Sacks, Oliver",,375704051,9780375704055,0,4.09,Vintage,Paperback,464,1999.0,1973.0,,2022/10/30,to-read,to-read (#83),to-read,,,,0,0,Psychology,
23848042,Brain Storms: The Race to Unlock the Mysteries of Parkinson's Disease,Jon Palfreman,"Palfreman, Jon",,374116172,9780374116170,5,4.31,"Scientific American / Farrar, Straus and Giroux",Hardcover,288,2015.0,2015.0,2022/10/30,2022/10/08,,,read,,,,1,0,Science,
50659468,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,1635575583,9781635575583,4,4.65,Bloomsbury Publishing,Paperback,626,2020.0,2016.0,2022/10/24,2022/10/24,,,read,,,,1,0,Fiction,
